"company","batch","yc_url"
"InsForge","P26","https://www.ycombinator.com/companies/insforge"
"InstaAgent","P26","https://www.ycombinator.com/companies/instaagent"
"KelAI","P26","https://www.ycombinator.com/companies/kelai"
"Kinect","P26","https://www.ycombinator.com/companies/kinect"
"Kinro","P26","https://www.ycombinator.com/companies/kinro"
"Klaimee","P26","https://www.ycombinator.com/companies/klaimee"
"KugelAudio","P26","https://www.ycombinator.com/companies/kugelaudio"
"Kuli","P26","https://www.ycombinator.com/companies/kuli"
"Lightsprint","P26","https://www.ycombinator.com/companies/lightsprint"
"Lumius","P26","https://www.ycombinator.com/companies/lumius"
"Madrone","P26","https://www.ycombinator.com/companies/madrone"
"Maquoketa Research","P26","https://www.ycombinator.com/companies/maquoketa-research"
"Memoir","P26","https://www.ycombinator.com/companies/memoir"
"Memory Store","P26","https://www.ycombinator.com/companies/memory-store"
"Mochatrade","P26","https://www.ycombinator.com/companies/mochatrade"
"Multiplier","P26","https://www.ycombinator.com/companies/multiplier"
"Netter","P26","https://www.ycombinator.com/companies/netter"
"Nine Fives","P26","https://www.ycombinator.com/companies/nine-fives"
"Oddpool","P26","https://www.ycombinator.com/companies/oddpool"
"OpenProse","P26","https://www.ycombinator.com/companies/openprose"
"Ornadyne","P26","https://www.ycombinator.com/companies/ornadyne"
"Parrot","P26","https://www.ycombinator.com/companies/useparrot"
"Pavoot","P26","https://www.ycombinator.com/companies/pavoot"
"Pentagon","P26","https://www.ycombinator.com/companies/pentagon"
"PerfectBit, Inc.","P26","https://www.ycombinator.com/companies/perfectbit-inc"
"Plena Health","P26","https://www.ycombinator.com/companies/plena-health"
"Ploy","P26","https://www.ycombinator.com/companies/ploy"
"primitive","P26","https://www.ycombinator.com/companies/primitive"
"Prototyping.io","P26","https://www.ycombinator.com/companies/prototypingio"
"RASPIRE","P26","https://www.ycombinator.com/companies/raspire"
"ReasonBlocks","P26","https://www.ycombinator.com/companies/reasonblocks"
"Regbase","P26","https://www.ycombinator.com/companies/regbase"
"RentAHuman","P26","https://www.ycombinator.com/companies/rentahuman"
"Result","P26","https://www.ycombinator.com/companies/result"
"River Markets","P26","https://www.ycombinator.com/companies/river-markets"
"Rudus","P26","https://www.ycombinator.com/companies/rudus"
"Runtime","P26","https://www.ycombinator.com/companies/runtime"
"Saffron","P26","https://www.ycombinator.com/companies/saffron"
"Salesgraph","P26","https://www.ycombinator.com/companies/salesgraph"
"Sherpa","P26","https://www.ycombinator.com/companies/sherpa"
"shotwell.ai","P26","https://www.ycombinator.com/companies/shotwellai"
"smol machines","P26","https://www.ycombinator.com/companies/smol-machines"
"Soria","P26","https://www.ycombinator.com/companies/soria"
"Stage","P26","https://www.ycombinator.com/companies/stage"
"Standard Signal","P26","https://www.ycombinator.com/companies/standard-signal"
"Synphony","P26","https://www.ycombinator.com/companies/synphony"
"tday.com","P26","https://www.ycombinator.com/companies/tdaycom"
"Tenet Industries","P26","https://www.ycombinator.com/companies/tenet-industries"
"The Company Company","P26","https://www.ycombinator.com/companies/the-company-company"
"Thomas","P26","https://www.ycombinator.com/companies/thomas"
"Totalis","P26","https://www.ycombinator.com/companies/totalis"
"transload","P26","https://www.ycombinator.com/companies/transload"
"Userlens","P26","https://www.ycombinator.com/companies/userlens"
"Wato","P26","https://www.ycombinator.com/companies/wato"
"YouArt","P26","https://www.ycombinator.com/companies/youart"
"Aerogen Systems","S26","https://www.ycombinator.com/companies/aerogen-systems"
"Agency Tool Company","S26","https://www.ycombinator.com/companies/agency-tool-company"
"Akon Labs","S26","https://www.ycombinator.com/companies/akon-labs"
"Aktoria Robotics","S26","https://www.ycombinator.com/companies/aktoria-robotics"
"Allia Health","S26","https://www.ycombinator.com/companies/allia-health"
"Amorphic Labs","S26","https://www.ycombinator.com/companies/amorphic-labs"
"Applied Electrodynamics, Inc.","S26","https://www.ycombinator.com/companies/applied-electrodynamics-inc"
"Arbital","S26","https://www.ycombinator.com/companies/arbital"
"Atomarine","S26","https://www.ycombinator.com/companies/atomarine"
"Bernard","S26","https://www.ycombinator.com/companies/bernard"
"Callbook AI","S26","https://www.ycombinator.com/companies/callbook-ai"
"CarSignal","S26","https://www.ycombinator.com/companies/carsignal"
"Caution","S26","https://www.ycombinator.com/companies/caution"
"Chromie","S26","https://www.ycombinator.com/companies/chromie"
"CoArena","S26","https://www.ycombinator.com/companies/coarena"
"Codag","S26","https://www.ycombinator.com/companies/codag"
"Control Seat","S26","https://www.ycombinator.com/companies/control-seat"
"Cosmic Robotics","S26","https://www.ycombinator.com/companies/cosmic-robotics"
"Dawn Industries","S26","https://www.ycombinator.com/companies/dawn-industries"
"DeepReach Inc.","S26","https://www.ycombinator.com/companies/deepreach-inc"
"Derya","S26","https://www.ycombinator.com/companies/derya"
"Dialogus","S26","https://www.ycombinator.com/companies/dialogus"
"Dipole Labs","S26","https://www.ycombinator.com/companies/dipole-labs"
"Dream","S26","https://www.ycombinator.com/companies/dream"
"Earendil Robotics","S26","https://www.ycombinator.com/companies/earendil-robotics"
"Edgerun","S26","https://www.ycombinator.com/companies/edgerun"
"EdotEnv","S26","https://www.ycombinator.com/companies/edotenv"
"Ekho Labs","S26","https://www.ycombinator.com/companies/ekho-labs"
"Enact","S26","https://www.ycombinator.com/companies/enact"
"Ethos Space Resources","S26","https://www.ycombinator.com/companies/ethos-space-resources"
"Evergrove","S26","https://www.ycombinator.com/companies/evergrove"
"Exosat","S26","https://www.ycombinator.com/companies/exosat"
"Familiar","S26","https://www.ycombinator.com/companies/familiar"
"Financial Datasets","S26","https://www.ycombinator.com/companies/financial-datasets"
"Floracene","S26","https://www.ycombinator.com/companies/floracene"
"GitCafe","S26","https://www.ycombinator.com/companies/gitcafe"
"Graphify Labs","S26","https://www.ycombinator.com/companies/graphify-labs"
"Greypoint Industries","S26","https://www.ycombinator.com/companies/greypoint-industries"
"Grip","S26","https://www.ycombinator.com/companies/grip"
"Grocalo","S26","https://www.ycombinator.com/companies/grocalo"
"Gutgutgoose","S26","https://www.ycombinator.com/companies/gutgutgoose"
"Hebbian Robotics","S26","https://www.ycombinator.com/companies/hebbian-robotics"
"HERA","S26","https://www.ycombinator.com/companies/manufacturingintelligence"
"Hilstart","S26","https://www.ycombinator.com/companies/hilstart"
"Hop Aero","S26","https://www.ycombinator.com/companies/hop-aero"
"Hubble","S26","https://www.ycombinator.com/companies/hubble-ai"
"HyperProbe","S26","https://www.ycombinator.com/companies/hyperprobe"
"Kara","S26","https://www.ycombinator.com/companies/kara"
"Libra Robotics","S26","https://www.ycombinator.com/companies/libra-robotics"
"Litmus","S26","https://www.ycombinator.com/companies/litmus-hiring"
"Luca IQ","S26","https://www.ycombinator.com/companies/luca-iq"
"Lumeria","S26","https://www.ycombinator.com/companies/lumeria"
"Lyon","S26","https://www.ycombinator.com/companies/lyon"
"machine0","S26","https://www.ycombinator.com/companies/machine0"
"Magma","S26","https://www.ycombinator.com/companies/magma"
"Manifold","S26","https://www.ycombinator.com/companies/manifold-2"
"Marker","S26","https://www.ycombinator.com/companies/marker"
"Mass Magnetics","S26","https://www.ycombinator.com/companies/mass-magnetics"
"Mentlio","S26","https://www.ycombinator.com/companies/mentlio"
"Meteoric","S26","https://www.ycombinator.com/companies/meteoric"
"MOCHI.TV","S26","https://www.ycombinator.com/companies/mochitv"
"Molagri","S26","https://www.ycombinator.com/companies/molagri"
"Mosaic","S26","https://www.ycombinator.com/companies/mosaic-inc"
"Most Robotic","S26","https://www.ycombinator.com/companies/most-robotic"
"Moving Atoms","S26","https://www.ycombinator.com/companies/moving-atoms"
"Neuromorphic","S26","https://www.ycombinator.com/companies/neuromorphic"
"Neuron Industries","S26","https://www.ycombinator.com/companies/neuron-industries"
"Nori","S26","https://www.ycombinator.com/companies/noril1"
"Omanta","S26","https://www.ycombinator.com/companies/omanta"
"OneTriangle","S26","https://www.ycombinator.com/companies/onetriangle"
"OpenTag","S26","https://www.ycombinator.com/companies/opentag"
"OpenTrade","S26","https://www.ycombinator.com/companies/opentrade"
"Pacific","S26","https://www.ycombinator.com/companies/pacific"
"Peer","S26","https://www.ycombinator.com/companies/peer"
"Pennant","S26","https://www.ycombinator.com/companies/pennant"
"Petrarch","S26","https://www.ycombinator.com/companies/petrarch"
"Pluto","S26","https://www.ycombinator.com/companies/talentpluto"
"PokerClubHub","S26","https://www.ycombinator.com/companies/pokerclubhub"
"PRINCEPS","S26","https://www.ycombinator.com/companies/princeps"
"Prodigy Research","S26","https://www.ycombinator.com/companies/prodigy-research"
"ProvenMetal","S26","https://www.ycombinator.com/companies/provenmetal"
"Qlo","S26","https://www.ycombinator.com/companies/qlo"
"Rasyn","S26","https://www.ycombinator.com/companies/rasyn"
"Rise Reforming","S26","https://www.ycombinator.com/companies/rise-reforming"
"Salem Robotics Inc","S26","https://www.ycombinator.com/companies/salem-robotics-inc"
"Shielded","S26","https://www.ycombinator.com/companies/shielded"
"Shiraz AI","S26","https://www.ycombinator.com/companies/shiraz-ai"
"Snap Poker","S26","https://www.ycombinator.com/companies/snap-poker"
"Spectre Intelligence","S26","https://www.ycombinator.com/companies/spectre-intelligence"
"Standard Machines","S26","https://www.ycombinator.com/companies/standard-machines"
"Stoa","S26","https://www.ycombinator.com/companies/stoa"
"Studio","S26","https://www.ycombinator.com/companies/studio"
"SubVysion","S26","https://www.ycombinator.com/companies/subvysion"
"TareBio","S26","https://www.ycombinator.com/companies/tarebio"
"Tarifflo Inc.","S26","https://www.ycombinator.com/companies/tarifflo-inc"
"tash","S26","https://www.ycombinator.com/companies/tash"
"Tenor","S26","https://www.ycombinator.com/companies/tenor"
"Touchy","S26","https://www.ycombinator.com/companies/touchy"
"TovenAI","S26","https://www.ycombinator.com/companies/tovenai"
"Trident","S26","https://www.ycombinator.com/companies/trident"
"TryNearby","S26","https://www.ycombinator.com/companies/trynearby"
"Tsenta","S26","https://www.ycombinator.com/companies/tsenta"
"Ultrasonium","S26","https://www.ycombinator.com/companies/ultrasonium"
"Veltha","S26","https://www.ycombinator.com/companies/veltha"
"Verdict Machine","S26","https://www.ycombinator.com/companies/verdict-machine"
"Vernius Systems, Inc.","S26","https://www.ycombinator.com/companies/vernius-systems-inc"
"Vestris","S26","https://www.ycombinator.com/companies/vestris"
"Waybill","S26","https://www.ycombinator.com/companies/waybill"
"WonderTx","S26","https://www.ycombinator.com/companies/wondertx"
"antimattr","F26","https://www.ycombinator.com/companies/antimattr"
"Antropi Robotics","F26","https://www.ycombinator.com/companies/antropi-robotics"
"Capveon","F26","https://www.ycombinator.com/companies/capveon"
"Covera","F26","https://www.ycombinator.com/companies/covera"
"Hemlock","F26","https://www.ycombinator.com/companies/hemlock"
"Lambda Robotics","F26","https://www.ycombinator.com/companies/lambda-robotics"
"Lantern AI","F26","https://www.ycombinator.com/companies/lantern-ai"
"Lightfield","F26","https://www.ycombinator.com/companies/lightfield"
"Quippy","F26","https://www.ycombinator.com/companies/quippy"
"Redoubt Insurance","F26","https://www.ycombinator.com/companies/redoubt-insurance"
"Sentient OS","F26","https://www.ycombinator.com/companies/sentient-os"
"Simulithic","F26","https://www.ycombinator.com/companies/simulithic"
"Talos","F26","https://www.ycombinator.com/companies/talos-us"
"Veeza AI","F26","https://www.ycombinator.com/companies/veeza-ai"
"Vorelios","F26","https://www.ycombinator.com/companies/vorelios"
