"yc_id","name","slug","batch","status","launched_at","website","yc_profile_url"
"30078","Abundant","abundant","F24","Active","2024-11-18T19:40:41.000Z","https://www.abundant.ai/","https://www.ycombinator.com/companies/abundant"
"30037","Afternoon.co","afternoon-co","F24","Active","2024-11-01T20:41:17.000Z","https://afternoon.co","https://www.ycombinator.com/companies/afternoon-co"
"30100","Alex","alex","F24","Active","2024-10-12T07:33:52.000Z","https://alexcodes.app","https://www.ycombinator.com/companies/alex"
"30130","Apolink","apolink","F24","Active","2024-10-02T22:30:50.000Z","https://apolink.space","https://www.ycombinator.com/companies/apolink"
"30045","Archil","archil","F24","Active","2024-09-24T16:44:37.000Z","https://archil.com","https://www.ycombinator.com/companies/archil"
"30105","ArchiLabs","archilabs","F24","Active","2024-11-19T17:47:37.000Z","https://archilabs.ai","https://www.ycombinator.com/companies/archilabs"
"30131","Asha Health","asha-health","F24","Active","2024-11-10T21:00:55.000Z","https://asha.health","https://www.ycombinator.com/companies/asha-health"
"30051","attimet","attimet","F24","Active","2024-10-08T23:46:39.000Z","https://attimet.com/","https://www.ycombinator.com/companies/attimet"
"30077","AutoComputer","autocomputer","F24","Active","2024-11-12T22:22:24.000Z","https://www.autocomputer.ai/","https://www.ycombinator.com/companies/autocomputer"
"30019","Avora","avora","F24","Active","2024-11-19T20:08:49.000Z","https://www.getavora.ai","https://www.ycombinator.com/companies/avora"
"30067","Beglaubigt.de","beglaubigtde","F24","Active","2024-11-14T07:27:18.000Z","https://beglaubigt.de/en-us","https://www.ycombinator.com/companies/beglaubigtde"
"30030","Candle","candle","F24","Active","2024-11-08T21:52:27.000Z","https://www.trycandle.app/","https://www.ycombinator.com/companies/candle"
"30119","Canvas","canvas","F24","Active","2024-11-14T04:28:58.000Z","https://www.canvas.inc/","https://www.ycombinator.com/companies/canvas"
"30096","Capy","capy","F24","Active","2024-10-30T04:11:25.000Z","https://capy.ai","https://www.ycombinator.com/companies/capy"
"30124","Careforce","careforce","F24","Active","2024-11-04T19:06:39.000Z","https://careforce.ai/","https://www.ycombinator.com/companies/careforce"
"30046","Cekura","cekura-ai","F24","Active","2024-10-11T03:21:25.000Z","https://www.cekura.ai/","https://www.ycombinator.com/companies/cekura-ai"
"30065","Charm","withcharm","F24","Active","2024-10-16T06:15:42.000Z","https://withcharm.app","https://www.ycombinator.com/companies/withcharm"
"30014","Clarus","clarus","F24","Active","2024-11-13T03:34:17.000Z","https://www.clarus.finance","https://www.ycombinator.com/companies/clarus"
"30091","CollectWise","collectwise","F24","Active","2024-10-24T17:50:05.000Z","https://collectwise.com/","https://www.ycombinator.com/companies/collectwise"
"30095","Consus","consus","F24","Active","2024-11-21T20:52:28.000Z","https://www.consus.io","https://www.ycombinator.com/companies/consus"
"30024","Crouton","crouton","F24","Active","2024-11-04T17:05:31.000Z","https://usecrouton.com","https://www.ycombinator.com/companies/crouton"
"30076","Crustdata","crustdata","F24","Active","2024-10-21T21:39:05.000Z","https://crustdata.com","https://www.ycombinator.com/companies/crustdata"
"30054","CTGT","ctgt","F24","Active","2024-10-27T14:55:50.000Z","https://www.ctgt.ai/","https://www.ycombinator.com/companies/ctgt"
"30083","Curo","curo","F24","Active","2024-10-08T02:10:35.000Z","https://www.curocharging.com/","https://www.ycombinator.com/companies/curo"
"30032","Darkgrade","darkgrade","F24","Active","2024-11-11T12:39:21.000Z","https://darkgrade.com","https://www.ycombinator.com/companies/darkgrade"
"30080","Dexter","dexter","F24","Active","2024-10-02T23:56:14.000Z","https://www.getdexter.co/","https://www.ycombinator.com/companies/dexter"
"30102","Diffusion Studio","diffusion-studio","F24","Active","2024-11-13T18:34:04.000Z","https://diffusion.studio/","https://www.ycombinator.com/companies/diffusion-studio"
"30027","Durate","durate","F24","Active","2024-10-08T12:55:31.000Z","https://www.durate.com/","https://www.ycombinator.com/companies/durate"
"30118","Ember","ember","F24","Active","2024-10-10T04:59:35.000Z","https://www.embercopilot.ai","https://www.ycombinator.com/companies/ember"
"30047","Endstack","endstack","F24","Active","2024-11-17T20:12:06.000Z","https://www.endstack.com","https://www.ycombinator.com/companies/endstack"
"30110","Forerunner AI","forerunner-ai","F24","Active","2024-10-29T06:03:03.000Z","https://tryforerunner.com","https://www.ycombinator.com/companies/forerunner-ai"
"30063","Freebuff","freebuff","F24","Active","2024-10-11T22:24:35.000Z","https://freebuff.com","https://www.ycombinator.com/companies/freebuff"
"30116","Freestyle","freestyle-ai","F24","Active","2024-11-08T22:57:52.000Z","https://www.freestyle.ai","https://www.ycombinator.com/companies/freestyle-ai"
"30089","Fresco","fresco","F24","Active","2024-10-23T20:44:40.000Z","https://fresco-ai.com/","https://www.ycombinator.com/companies/fresco"
"30109","FutureClinic","futureclinic","F24","Active","2024-11-12T19:19:40.000Z","https://www.futureclinic.com","https://www.ycombinator.com/companies/futureclinic"
"30028","Gait","gait","F24","Inactive","2024-10-15T05:20:33.000Z","https://getgait.com","https://www.ycombinator.com/companies/gait"
"30018","Galini","galini","F24","Active","2024-10-30T03:50:42.000Z","https://www.galini.ai/","https://www.ycombinator.com/companies/galini"
"30099","Gander","gander","F24","Acquired","2024-11-18T15:48:26.000Z","https://usegander.com","https://www.ycombinator.com/companies/gander"
"30087","Gecko Security","gecko-security","F24","Active","2024-10-15T17:53:06.000Z","https://gecko.security","https://www.ycombinator.com/companies/gecko-security"
"30053","General Learning","general-learning","F24","Active","2024-11-14T04:47:07.000Z","https://generallearning.com","https://www.ycombinator.com/companies/general-learning"
"30031","Getcho","getcho","F24","Active","2024-09-09T00:09:11.000Z","https://getcho.app/","https://www.ycombinator.com/companies/getcho"
"30034","HealthSpark","healthspark","F24","Active","2024-11-16T08:36:21.000Z","https://www.joinhealthspark.com","https://www.ycombinator.com/companies/healthspark"
"30129","HumanLayer","humanlayer","F24","Active","2024-10-03T02:06:07.000Z","https://humanlayer.com","https://www.ycombinator.com/companies/humanlayer"
"30064","HYBRD","hybrd","F24","Active","2024-10-31T19:30:41.000Z","https://www.hybrd.com/","https://www.ycombinator.com/companies/hybrd"
"30097","Innate","innate","F24","Active","2024-10-31T09:00:27.000Z","https://innate.bot","https://www.ycombinator.com/companies/innate"
"30052","ISSEN","issen","F24","Active","2024-10-23T18:13:35.000Z","https://issen.com","https://www.ycombinator.com/companies/issen"
"30062","Karmen","karmen","F24","Active","2024-11-08T00:01:55.000Z","https://www.karmenai.com","https://www.ycombinator.com/companies/karmen"
"30056","Keye","keye","F24","Active","2024-11-13T17:35:31.000Z","https://www.keye.co","https://www.ycombinator.com/companies/keye"
"30101","Kilvin","kilvin","F24","Active","2024-11-14T18:35:44.000Z","https://www.kilvin.ai","https://www.ycombinator.com/companies/kilvin"
"30115","Laminar","laminar-com","F24","Active","2024-11-09T23:58:05.000Z","https://laminar.com","https://www.ycombinator.com/companies/laminar-com"
"30038","Lightscreen AI","lightscreen-ai","F24","Active","2024-10-23T22:14:11.000Z","https://lightscreen.ai","https://www.ycombinator.com/companies/lightscreen-ai"
"30060","Lingo.dev","lingodotdev","F24","Active","2024-10-08T12:11:59.000Z","https://lingo.dev","https://www.ycombinator.com/companies/lingodotdev"
"30127","Loombotic","loombotic","F24","Active","2024-11-19T04:57:08.000Z","https://www.loombotic.com","https://www.ycombinator.com/companies/loombotic"
"30057","Luthor","luthor","F24","Active","2024-10-28T18:25:32.000Z","https://luthor.ai","https://www.ycombinator.com/companies/luthor"
"30048","Matcha","astrix-health","F24","Active","2024-10-07T19:06:35.000Z","https://www.matcha-health.com","https://www.ycombinator.com/companies/astrix-health"
"30113","Melder","melder","F24","Active","2024-11-12T18:45:13.000Z","https://melder.io","https://www.ycombinator.com/companies/melder"
"30103","Metreecs","metreecs","F24","Active","2024-10-15T17:22:38.000Z","https://www.metreecs.com","https://www.ycombinator.com/companies/metreecs"
"30029","Moonset Health","moonset-health","F24","Active","2024-11-17T22:32:27.000Z","https://www.moonsethealth.com/","https://www.ycombinator.com/companies/moonset-health"
"30079","Moonshine","moonshine","F24","Active","2024-10-21T21:30:53.000Z","https://usemoonshine.com","https://www.ycombinator.com/companies/moonshine"
